PassengerId,Survived_pred,Probability
1031,0,0.20691038405425374
1032,0,0.21294513892733088
1033,1,0.8837420188126028
1034,0,0.2576274640322309
1035,0,0.15575743937857853
1036,0,0.15801003776330222
1037,0,0.11742484513961085
1038,0,0.15838695199284702
1039,0,0.14829914954045667
1040,0,0.1583373071566182
1041,0,0.13344007461054536
1042,1,0.8895681833168572
1043,0,0.15762982818860463
1044,0,0.1562637381844851
1045,0,0.5084432800445468
1046,0,0.09889515666063335
1047,0,0.14600346031166384
1048,1,0.8558241838667048
1049,1,0.5385086335114811
1050,0,0.15801003776330222
1051,1,0.6244586317745264
1052,1,0.8602393212140347
1053,1,0.6164990713934655
1054,1,0.8634604814455327
1055,0,0.14633569373369718
1056,0,0.15701200698660298
1057,0,0.44629413461831535
1058,0,0.17206793558496944
1059,0,0.0954207510477774
1060,1,0.8572904839820326
1061,1,0.5465022888304583
1062,0,0.14706028193147544
1063,0,0.1582641156774331
1064,0,0.12266815784505761
1065,0,0.1570696175540715
1066,0,0.15539670957748397
1067,1,0.923219802055964
1068,1,0.8860905503095271
1069,0,0.2687267620536298
1070,1,0.670135433255252
1071,1,0.6581465853989001
1072,0,0.145611243637746
1073,0,0.2437815338365758
1074,1,0.8955099463649876
1075,0,0.15507903228050193
1076,1,0.8822891516446061
1077,0,0.1585085328700177
1078,1,0.9235293461364249
1079,0,0.11610366224715749
1080,0,0.15843248549750857
1081,0,0.1563601256730289
1082,0,0.13956539390501335
1083,0,0.15832659586517794
1084,0,0.36320659340455624
1085,0,0.1313062616492235
1086,1,0.8178181915635826
1087,0,0.15287448154834182
1088,1,0.6103904039875233
1089,1,0.5624502273654217
1090,0,0.1459510000927605
1091,1,0.524220988296057
1092,1,0.8691021731830756
1093,1,0.8528921294062598
1094,0,0.41178656320177587
1095,1,0.9432377363199183
1096,0,0.14334480005135602
1097,0,0.15905690365736463
1098,1,0.8371343989781189
1099,0,0.14439534578401747
1100,1,0.8563619681637082
1101,0,0.14625372918168228
1102,0,0.17671710365813695
1103,0,0.14640102331579652
1104,0,0.25391610495311717
1105,1,0.7778035469391863
1106,0,0.29389466290983834
1107,0,0.15770879572868515
1108,1,0.860422201536413
1109,0,0.29403241954858783
1110,1,0.8978475523347071
1111,0,0.14773040819293848
1112,1,0.8645197470182223
1113,0,0.14985087297109323
1114,1,0.8537356562982883
1115,0,0.1495200346755154
1116,1,0.7922329623999537
1117,1,0.6578131394571443
1118,0,0.1469206293635423
1119,1,0.8602602862703181
1120,0,0.1695938491969408
1121,0,0.1523586634936193
1122,0,0.2706338398569907
1123,1,0.8898902722457751
1124,0,0.12355057293144683
1125,0,0.15515590452387626
1126,0,0.23942793848679408
1127,0,0.1517084859892388
1128,0,0.2930691759350891
1129,0,0.17723775270224706
1130,1,0.8993160203747453
1131,1,0.9117092662086342
1132,1,0.7780883697534652
1133,1,0.8043368946993391
1134,0,0.2678527254761807
1135,0,0.1475114228337266
1136,0,0.0823503837495423
1137,0,0.16302272523027914
1138,1,0.8707900090399325
1139,0,0.1107489337928404
1140,1,0.8603850750357879
1141,1,0.6959900777114565
1142,1,0.934943088952542
1143,0,0.1518006956091089
1144,0,0.21819371532431384
1145,0,0.1483692831642739
1146,0,0.15460627369544436
1147,0,0.14706028193147544
1148,0,0.15507903228050193
1149,0,0.14773040819293848
1150,1,0.8554778730255899
1151,0,0.14949308529600305
1152,0,0.12658674359916303
1153,0,0.14959579850789162
1154,1,0.8737871382995026
1155,1,0.8372372766096015
1156,0,0.1314816630041812
1157,0,0.14752258003891505
1158,0,0.1584131418393101
1159,0,0.14706028193147544
1160,1,0.5239737897162438
1161,0,0.163097980869256
1162,0,0.1839393000508718
1163,0,0.15507903228050193
1164,1,0.8778081574592175
1165,1,0.8603207115364355
1166,0,0.15706613500753047
1167,1,0.8564446863832017
1168,0,0.14268993377137928
1169,0,0.14697735362479694
1170,0,0.1360752051466469
1171,0,0.14806837988236934
1172,1,0.5414773358281898
1173,1,0.770698615883162
1174,1,0.8602602862703181
1175,1,0.899029293757608
1176,1,0.8311481794212268
1177,0,0.15533316559044724
1178,0,0.14666342503638072
1179,0,0.182017641342461
1180,0,0.1570696175540715
1181,0,0.14773040819293848
1182,0,0.1585142760392725
1183,1,0.8549421012407653
1184,0,0.1570696175540715
1185,0,0.16759106626036838
1186,0,0.158484928887429
1187,0,0.1463989830144016
1188,1,0.9404806222566637
1189,0,0.1583819635358643
1190,0,0.15613656690738867
1191,0,0.1483454602940534
1192,0,0.15157081037020828
1193,0,0.13393195535678457
1194,0,0.11917382611531878
1195,0,0.1474703833725955
1196,1,0.8602602862703181
1197,1,0.8025017591987951
1198,0,0.3347394185950233
1199,1,0.7782267318267192
1200,0,0.17585772889399937
1201,0,0.44422485443995424
1202,0,0.1589304481616083
1203,0,0.1694234829621745
1204,0,0.14709352982795032
1205,1,0.8257451263361315
1206,1,0.8756545657552268
1207,1,0.8613710268295159
1208,0,0.41342410744564206
1209,0,0.15840166252275217
1210,0,0.14678312643445698
1211,0,0.14777332641138968
1212,0,0.14623921070550755
1213,0,0.1615537229468594
1214,0,0.14457573887317662
1215,0,0.15541251044269164
1216,1,0.8706221523809986
1217,0,0.1459630594663384
1218,1,0.8033994289290348
1219,0,0.1860703852559415
1220,0,0.13897764978903868
1221,0,0.152795398747656
1222,1,0.7927287993232497
1223,0,0.15827328729907422
1224,0,0.15706613500753047
1225,1,0.7840770224000017
1226,0,0.14683860944535806
1227,0,0.15638506686853829
1228,0,0.1475406926470893
1229,0,0.1194036672384781
1230,0,0.16256211507492993
1231,0,0.1570696175540715
1232,0,0.16339417677952597
1233,0,0.1513029388596302
1234,0,0.4325162931780018
1235,1,0.7372872046727874
1236,0,0.08031756899831323
1237,1,0.5750203030487262
1238,0,0.14457573887317662
1239,1,0.616076144781936
1240,0,0.14666180409524482
1241,1,0.8807217863866365
1242,1,0.8848263780034165
1243,0,0.14334480005135602
1244,0,0.2461074914447439
1245,0,0.14494510679675623
1246,1,0.7936697332917523
1247,0,0.15783363026040628
1248,1,0.8068096148022379
1249,0,0.1475002686301507
1250,0,0.15507903228050193
1251,0,0.4449997792719813
1252,0,0.1845761266002637
1253,1,0.91215875213635
1254,1,0.8807217863866365
1255,0,0.14787465243951553
1256,1,0.8950254141212058
1257,0,0.42686101334496174
1258,0,0.15200133222223022
1259,1,0.6549892018722615
1260,1,0.8825434703178958
1261,0,0.13253810625606366
1262,0,0.15839402160356378
1263,1,0.8590626658475373
1264,0,0.16140073937119015
1265,0,0.15789299850883395
1266,1,0.9098168122647678
1267,1,0.8462632019026435
1268,0,0.30730182487774205
1269,0,0.1515863037649998
1270,0,0.15939000986697222
1271,0,0.13254017887854505
1272,0,0.15507903228050193
1273,0,0.15415978214831308
1274,1,0.54982553790853
1275,0,0.4877070716253995
1276,0,0.14439911785630197
1277,1,0.8603628258595086
1278,0,0.146295853344585
1279,0,0.14909650977330477
1280,0,0.15663554381153932
1281,0,0.1318489816385439
1282,0,0.17221004016908792
1283,1,0.9066024100467207
1284,1,0.535423818038756
1285,0,0.15579438990196437
1286,0,0.05478605373322119
1287,1,0.8940830447137978
1288,0,0.15376631859559317
1289,1,0.916976582959125
1290,0,0.14794119403544645
1291,0,0.15758966682087627
1292,1,0.8739049989258445
1293,0,0.14174094172432322
1294,1,0.9003966361519263
1295,0,0.20929268305326246
1296,0,0.227241335887403
1297,0,0.15595543481785096
1298,0,0.1474408624695221
1299,0,0.38239814030319735
1300,1,0.8602236233554201
1301,1,0.8142863622045462
1302,1,0.8602602862703181
1303,1,0.8763441220250237
1304,1,0.5228870203378139
1305,0,0.14773040819293848
1306,1,0.8839754675916538
1307,0,0.1572900283095014
1308,0,0.14773040819293848
1309,0,0.12042987503991005
